id	title	url	date	s_num	w_num	c_num	MedCollect	annotated
fn021	A következő világjárvány már ott van a nappalinkban - tudósok figyelmeztetnek, nagy a baj	http://titkokszigete.hu/a-kovetkezo-vilagjarvany-mar-ott-van-a-nappalinkban-tudosok-figyelmeztetnek-nagy-a-baj/	2021.04.02	13	283	1752	fn	True
fn022	PÁR PERCE JÖTT A HÍR: Új mutáns terjed Európában, sokkal gyorsabban terjed és azonnal életveszélyes!	https://www.tudasfaja.com/par-perce-jott-a-hir-uj-mutans-terjed-europaban-sokkal-gyorsabban-terjed-es-azonnal-eletveszelyes/	2021.03.31	9	170	1042	fn	True
fn027	Találd meg újra az egészséget, amiben nagymamáink éltek: a magyar hagyományos étrend GYÓGYÍTÓ erejű!	https://vilagfigyelo.com/talald-meg-ujra-az-egeszseget-amiben-nagymamaink-eltek-a-magyar-hagyomanyos-etrend-gyogyito-ereju/#docst	2021.02.24	22	262	1414	fn	True
fn032	A vírus üzenete az emberiségek: ezt osztja mindenki, nagyon igaz és TŰPONTOS!	http://kimondottigazsagok.com/a-virus-uzenete-az-emberisegek-ezt-osztja-mindenki-nagyon-igaz-es-tupontos/		23	317	1745	fn	True
fn036	A WHO súlyos bejelentése, amiről hallgat a sajtó	https://fokusz.online/a-who-sulyos-bejelentese-amirol-hallgat-a-sajto-123959	2021.02.03	50	935	5994	fn	True
fn043	Jön a negyedik hullám Magyarországon? Egyre biztosabb a baj	http://kimondottigazsagok.com/jon-a-negyedik-hullam-magyarorszagon-egyre-biztosabb-a-baj/	2021.05.29	14	236	1475	ctrl	True
fn046	Teljesen új, halálos vírus terjed a briteknél: a covidnál is sokkal borzalmasabb	http://kimondottigazsagok.com/teljesen-uj-halalos-virus-terjed-a-briteknel-a-covidnal-is-sokkal-borzalmasabb/	2021.06.10	16	286	1819	fn	True
fn047	Fény derült az igazságra! Ezért van olyan sok szív és érrendszeri megbetegedés!	https://www.nemzetihir.com/2021/01/feny-derult-az-igazsagra-ezert-van.html		23	468	2761	fn	True
fn048	Rendkívüli felfedezés: nem akármilyen vírust fedeztek fel: vége lehet a betegségek korának?	https://avilagtitkai.com/articles/view/rendkivuli-felfedezes-nem-akarmilyen-virust-fedeztek-fel-vege-lehet-a-betegsegek-koranak	2018.07.09	18	386	2466	fn	True
fn049	A tanárnője kinevette. Most az ő felfedezésének köszönhetően bárki visszanyerheti tökéletes látását, 21 nap alatt. És mindezt olyan egyszerű módon, hogy már most ezrek dobták el ennek köszönhetően a korrekciós szemüvegüket.	http://probloggroup.com/aurvglasses/r4/?lnk=13742&off=JZaPUKom		89	1371	8256	fn	True
fn050	Szeretnél oltási igazolást? EBBEN AZ ESETBEN NAGYON SÚLYOS PÉNZBE FOG KERÜLNI!!! >>> és csak így lesz ÉRVÉNYES :	hirozon.info/2021/02/18/szeretnel-oltasi-igazolast-ebben-az-esetben-nagyon-sulyos-penzbe-fog-kerulni-es-csak-igy-lesz-ervenyes/	2021.02.18	23	476	3079	ctrl	True
fn051	VÉGRE KIDERÜLT! ŐK hozták be a COVIDOT Magyarországra! >>	hirozon.info/2021/02/15/vegre-kiderult-ok-hoztak-be-a-covidot-magyarorszagra/	2021.02.15	47	846	5699	fn	True
fn062	Bejelentették a rák korának végét: itt a végső megoldás! – ATV interjú	http://kimondottigazsagok.com/bejelentettek-a-rak-koranak-veget-itt-a-vegso-megoldas-atv-interju/	2021.06.22	13	206	1203	fn	True
fn063	Megdöbbentő elmélet a covid és a rák kapcsolatáról: mindennek oka a FÉLELEM?!	http://kimondottigazsagok.com/megdobbento-elmelet-a-covid-es-a-rak-kapcsolatarol-mindennek-oka-a-felelem/	2021.07.01	14	267	1569	fn	True
fn065	A kínai Sinopharm veszélyes? Tragikus adatok a kínaival oltottakról, most érkezett!	http://kimondottigazsagok.com/a-kinai-sinopharm-veszelyes-tragikus-adatok-a-kinaival-oltottakrol-most-erkezett/	2021.05.26	14	317	1977	ctrl	True
fn068	RENDKÍVÜLI DOLOGRA JÖTTEK RÁ: EZÉRT HA MEG ANNYI CUKORBETEG KORONAVÍRUSBAN	http://titkokszigete.hu/rendkivuli-dologra-jottek-ra-ezert-ha-meg-annyi-cukorbeteg-koronavirusban/?fbclid=IwAR0XxGETDHyp_Yfc7KRGKyMYhofYuAib4uhbrQPZwQjqeEgb5_70D2pXEAo	2021.03.01	12	211	1445	fn	True
fn073	Tényleg ez van a tisztának gondolt ivóvízben?	https://mediaforras.com/tenyleg-ez-van-a-tisztanak-gondolt-ivovizben-150	2020.07.02	21	419	2756	ctrl	True
fn076	Rendkívüli közlemény! Pár órája jelentették be : Tiltólistára került az egyik magyar gyógyszer, amit százezrek szednek! ITT AZ MTI ÉS AZ Európai Gyógyszerügynökség tájékoztatása >>>	https://m.minden-egyben.com/hirek/rendkivuli-kozlemeny-par-oraja-jelentettek	2021.04.14	19	381	2542	fn	True
fn079	Bill és Melinda Gates alapítványa áll a vírus elterjesztése mögött? Itt van a kutya elásva...	https://avilagtitkai.com/articles/view/bill-es-melinda-gates-alapitvanya-all-a-virus-elterjesztese-mogott-itt-van-a-kutya-elasva	2020.01.29	20	274	1683	fn	True
fn082	Botrány: kitudódott a rákipar féltve őrzött titka: ha ennek csak a fele igaz...	https://avilagtitkai.com/articles/view/botrany-kitudodott-a-rakipar-feltve-orzott-titka-ha-ennek-csak-a-fele-igaz	2021.06.24	18	308	1891	fn	True
fn094	Kína egy hét alatt egy hatalmas COVID fogolytábort épített, videó van róla!	https://avilagtitkai.com/articles/view/kina-egy-het-alatt-egy-hatalmas-covid-fogolytabort-epitett-video-van-rola	2021.01.22	8	135	868	fn	True
fn1002	RNS-vírusok szabadulhatnak rá az emberiségre az óceánokból: sokkoló felfedezést tettek	http://kimondottigazsagok.com/rns-virusok-szabadulhatnak-ra-az-emberisegre-az-oceanokbol-sokkolo-felfedezest-tettek/		14	219	1393	fn	False
fn1003	WHO: arbovírus tarolhatja le a világot, új világjárvány van készülőben	http://kimondottigazsagok.com/who-arbovirus-tarolhatja-le-a-vilagot-uj-vilagjarvany-van-keszuloben/		11	203	1291	fn	False
fn1005	A koronavírus az Antarktiszról érkezett? Sokkoló magyar kutatás bizonyíthat egy teljesen új teóriát!	http://kimondottigazsagok.com/a-koronavirus-az-antarktiszrol-erkezett-sokkolo-magyar-kutatas-bizonyithat-egy-teljesen-uj-teoriat/		19	262	1591	fn	False
fn1008	CDC elismeri, hogy a teszt nem képes különbséget tenni az influenza és a COVID vírus között	https://www.pokolafoldon.hu/pandemia/cdc-elismeri-hogy-a-teszt-nem-kepes-kulonbseget-tenni-az-influenza-es-a-covid-virus-kozott	2021.12.30	21	422	2541	fn	False
fn1009	Hogyan kell méregteleníteni a tüskefehérjét a COVID vagy a vakcina után?	https://www.pokolafoldon.hu/eletstilus/hogyan-kell-meregteleniteni-a-tuskefeherjet-a-covid-vagy-a-vakcina-utan	2022.04.06	126	1612	10672	fn	False
fn1011	A ginnel áztatott mazsola nagyszerű fájdalomcsillapító.	https://www.pokolafoldon.hu/eletstilus/a-ginnel-aztatott-mazsola-nagyszeru-fajdalomcsillapito	2021.08.09	51	831	4718	fn	False
fn1012	A Spike fehérje és a grafén-oxid méregtelenítési protokoll összefoglalása	https://www.pokolafoldon.hu/eletstilus/a-spike-feherje-es-a-grafen-oxid-meregtelenitesi-protokoll-osszefoglalasa	2021.10.08	67	1118	6916	fn	False
fn1013	MAGYAR VILÁGSZENZÁCIÓ: ÁTKAPCSOLHATÓ DNS-SEL ÉRHETŐ EL AZ ÖRÖK FIATALSÁG	http://titkokszigete.hu/magyar-vilagszenzacio-atkapcsolhato-dns-sel-erheto-el-az-orok-fiatalsag/	2022.04.12	21	364	2269	fn	False
fn1014	Agenda 21: Most még csak szúnyogokon, hamarosan embereken tesztelik a populáció “szabályozást”?	http://kimondottigazsagok.com/agenda-21-most-meg-csak-szunyogokon-hamarosan-embereken-tesztelik-a-populacio-szabalyozast/	2022.04.23	20	324	1956	fn	False
fn1015	Kirobbanhat a gyerekeket tizedelő végzetes járvány: Európában és az USA-ban már terjed!	http://kimondottigazsagok.com/kirobbanhat-a-gyerekeket-tizedelo-vegzetes-jarvany-europaban-es-az-usa-ban-mar-terjed/	2022.04.25	25	482	2945	fn	False
fn1016	Ősszel nem lesz menekvés, jöhet majd a 4. oltás? Merkely szerint senki sem menekül	http://kimondottigazsagok.com/osszel-nem-lesz-menekves-johet-majd-a-4-oltas-merkely-szerint-senki-sem-menekul/	2022.04.22	12	237	1414	fn	False
fn1017	Elon Musk bejelentette a halhatatlanságot: a halottak továbbvihetők lesznek ebben a robotban	http://kimondottigazsagok.com/elon-musk-bejelentette-a-halhatatlansagot-a-halottak-tovabbvihetok-lesznek-ebben-a-robotban/	2022.04.11	13	230	1383	fn	False
fn1018	"Tele van antibiotikumokkal és hormonokkal a bolti ""nagyipari"" csirkehús. ezzel a 3 módszerrel eltávolíthatod belőle őket!"	https://vilagfigyelo.com/tele-van-antibiotikumokkal-es-hormonokkal-a-bolti-nagyipari-csirkehus-ezzel-a-3-modszerrel-eltavolithatod-belole-oket/#docst	2022.04.22	12	205	1242	fn	False
fn1019	WHO: katasztrofális következménye lehet a vakcinák keverésének	http://kimondottigazsagok.com/who-katasztrofalis-kovetkezmenye-lehet-a-vakcinak-keveresenek/		13	215	1380	fn	False
fn102	Soha nem lesz vége a járványnak, amíg nem oltunk gyerekeket – állítják a tudósok	http://kimondottigazsagok.com/soha-nem-lesz-vege-a-jarvanynak-amig-nem-oltunk-gyerekeket-allitjak-a-tudosok/	2021.03.13	13	239	1370	fn	True
fn1020	A negyedik lehet az utolsó nagy hullám, 10-15 ezer halottal – vészjósló előrejelzés	http://kimondottigazsagok.com/a-negyedik-lehet-az-utolso-nagy-hullam-10-15-ezer-halottal-veszjoslo-elorejelzes/		18	355	2120	fn	False
fn1021	Vagy a gyerekeket is beoltjuk, vagy év végéig senki sem megy sehová – ultimátum a magyaroknak	http://kimondottigazsagok.com/vagy-a-gyerekeket-is-beoltjuk-vagy-ev-vegeig-senki-sem-megy-sehova-ultimatum-a-magyaroknak/	2021.07.12	10	232	1340	fn	False
fn1022	4. hullám: épp most teszi tönkre a nyarat a vírus Európában, már Magyarország ajtaján kopogtat	http://kimondottigazsagok.com/4-hullam-epp-most-teszi-tonkre-a-nyarat-a-virus-europaban-mar-magyarorszag-ajtajan-kopogtat/		20	462	2956	fn	False
fn1023	Nagyon rossz hír jött a Pfizer és Moderna vakcinákról	http://kimondottigazsagok.com/nagyon-rossz-hir-jott-a-pfizer-es-moderna-vakcinakrol/	2021.07.10	12	225	1534	fn	False
fn1025	Cukorbetegek figyelem!	https://d-life.hu/blogs/news/cukorbetegek-figyelem	2021.11.07	52	601	3810	fn	False
fn1026	Tünetek, amelyek jelzik, hogy gond van az epénkkel!	https://www.tudasfaja.com/tunetek-amelyek-jelzik-hogy-gond-van-az-epenkkel/	2022.04.25	21	253	1473	ctrl	False
fn1027	Nyomd a mutatóujjad 1 percig: az egész világot lenyűgözte a hatása!	http://eztnezd.net/nyomd-a-mutatoujjad-1-percig-az-egesz-vilagot-lenyugozte-a-hatasa/		19	233	1428	fn	False
fn1028	Figyelem: látássérülteknek új látásjavító eszköz!	https://www.egeszsegkalauz.hu/betegsegek/szembetegsegek/figyelem-latasserulteknek-uj-latasjavito-eszkoz/6qylr14	2012.05.20	14	336	2164	fn	False
fn1031	3 tuti tipp sarokfájdalom ellen – Millióknak segített már	https://www.tudasfaja.com/3-tuti-tipp-sarokfajdalom-ellen-millioknak-segitett-mar/	2022.04.25	11	160	932	fn	False
fn1032	Halál a májra – avagy a cukor valóban sokkot okozhat?	https://napidoktor.hu/cukorbetegseg/halal-a-majra-avagy-a-cukor-valoban-sokkot-okozhat/	2022.04.21	30	538	3200	fn	False
fn1033	Egy növény, ami a fokhagymánál is hatásosabb – Csökkenti a vérnyomást és csodát művel a vércukorral!	http://eztnezd.net/egy-noveny-ami-a-fokhagymanal-is-hatasosabb-csokkenti-a-vernyomast-es-csodat-muvel-a-vercukorral-3/		26	310	2021	fn	False
fn1036	AZ OROSZ FÜVESASSZONY SZERINT EZ A 3 LEGHATÁSOSABB GYÓGYNÖVÉNY	http://titkokszigete.hu/az-orosz-fuvesasszony-szerint-ez-a-3-leghatasosabb-gyogynoveny/?fbclid=IwAR3E_izuMi3Iy_J5wP_0BpxJoPZe4DgGgiW5AX2kQkyr8jlIRpZha-BlNn0		33	413	2738	fn	False
fn1037	GYEREKEKET TÁMADÓ VÉGZETES MÁJGYULLADÁS VILÁGJÁRVÁNY ROBBANT KI: A WHO KIADTA A VÖRÖS KÓDOT	http://titkokszigete.hu/gyerekeket-tamado-vegzetes-majgyulladas-vilagjarvany-robbant-ki-a-who-kiadta-a-voros-kodot/?fbclid=IwAR1qx_HPHRVwOlmmT9HI8K3vybCdRsa9abxSvNPabZzfLR6UpBapdXR3DT0		16	264	1695	fn	False
fn1038	GMO SZÚNYOGOK MILLIÁRDJAIT ENGEDTÉK SZABADON: VILÁGÍTANAK A LÁRVÁIK, VÉGZETES KÖVETKEZMÉNYE LEHET	http://titkokszigete.hu/gmo-szunyogok-milliardjait-engedtek-szabadon-vilagitanak-a-larvaik-vegzetes-kovetkezmenye-lehet/?fbclid=IwAR1qx_HPHRVwOlmmT9HI8K3vybCdRsa9abxSvNPabZzfLR6UpBapdXR3DT0		23	331	2124	fn	False
fn1040	​Elfeledett globális járványra figyelmeztetnek: újra végigsöpörhet a Földön!	https://avilagtitkai.com/articles/view/elfeledett-globalis-jarvanyra-figyelmeztetnek-ujra-vegigsoporhet-a-foldon?category=tudomany&fbclid=IwAR0OQE54dEkT31S3iMfJks46hBGLpn0ojfik5_Ze11KDYtlW19Qz1V-gRec	2022.01.06	14	299	1873	fn	False
fn1042	A tej nem élelmiszer? - VIDEÓ	https://avilagtitkai.com/articles/view/a-tej-nem-elelmiszer-video?fbclid=IwAR0TzUbTpTOgyxyajP4cWUOW-wjJdE1T5q7Fn_6JStKU5BXThLZ7HcCHobU	2019.10.06	11	205	1267	fn	False
fn1043	"Dark Winter is coming - ""Sötét Tél"" a kódszó a háttérhatalom egy következő, de még súlyosabb fázisára? - Bioterrorizmus felsőfokon"	https://www.alternativhirek.com/2021/10/dark-winter-is-coming-sotet-tel-kodszo.html?m=1&fbclid=IwAR1SGA3QbI-lbvKlBsn69clSiecaH78xvOMgHFl07QwQ0L0jcHJhZIDuuIE		24	712	4721	fn	False
fn1044	Férgek másztak be egy férfi bőre alá, látni lehetett szabad szemmel!	http://kimondottigazsagok.com/fergek-masztak-be-egy-ferfi-bore-ala-latni-lehetett-szabad-szemmel/		9	225	1567	fn	False
fn1045	A halhatatlanságot keresik a milliárdosok: toborozzák a legjobb tudósokat	http://kimondottigazsagok.com/a-halhatatlansagot-keresik-a-milliardosok-toborozzak-a-legjobb-tudosokat/		39	853	5466	fn	False
fn1046	Új világjárvány jön: embert fertőzött meg a H3N8, soha nem történt még ilyen	http://kimondottigazsagok.com/uj-vilagjarvany-jon-embert-fertozott-meg-a-h3n8-soha-nem-tortent-meg-ilyen/		16	310	1970	fn	False
fn1048	Veszélyesen nagy a sugárzás Csernobilban, riadóztatták a világot	http://kimondottigazsagok.com/veszelyesen-nagy-a-sugarzas-csernobilban-riadoztattak-a-vilagot/		15	253	1512	fn	False
fn1049	„SZINTE HALOTTNAK LÁTSZOTT A SZEME” A 3 ÉVES KISLÁNYNAK, AKI KINDER TOJÁS MIATT LETT SZALMONELLÁS	http://titkokszigete.hu/szinte-halottnak-latszott-a-szeme-a-3-eves-kislanynak-aki-kinder-tojas-miatt-lett-szalmonellas/		18	315	1869	fn	False
fn105	OPERATÍV TÖRZS SZERINT 328 FŐ HALT MEG KIZÁRÓLAG KORONAVÍRUS FERTŐZÉS MIATT	https://orvosokatisztanlatasert.hu/operativ-torzs-szerint-328-fo-halt-meg-kizarolag-koronavirus-fertozes-miatt/	2021.01.27	8	116	733	fn	True
fn1051	TÉVEDÉSNEK TŰNIK AZ EGÉSZ, LEHET, HOGY KIDOBHATJUK A KOLESZTERINCSÖKKENTŐ GYÓGYSZEREKET!	http://titkokszigete.hu/tevedesnek-tunik-az-egesz-lehet-hogy-kidobhatjuk-a-koleszterincsokkento-gyogyszereket/		19	403	2662	fn	False
fn1052	VÉGE AZ ÓVSZER KORÁNAK? FOGAMZÁSGÁTLÓT KELL SZEDNIÜK A FÉRFIAKNAK?	http://titkokszigete.hu/vege-az-ovszer-koranak-fogamzasgatlot-kell-szedniuk-a-ferfiaknak/		17	263	1555	fn	False
fn1053	ELÉRHETŐ AZ ÖRÖK FIATALSÁG: KUTATÓK 30 ÉVET FIATALÍTOTTAK NŐI BŐRSEJTEKEN	http://titkokszigete.hu/elerheto-az-orok-fiatalsag-kutatok-30-evet-fiatalitottak-noi-borsejteken/		23	398	2615	fn	False
fn1055	Hogyan GYŐZD LE a mikrovérrögöket és blokkold a tüskefehérjét a vér MINŐSÉGÉNEK megóvásával	https://www.pokolafoldon.hu/eletstilus/hogyan-gyozd-le-a-mikroverrogoket-es-blokkold-a-tuskefeherjet-a-ver-minosegenek-megovasaval	2022.02.06	40	690	4436	fn	False
fn1056	Próbálja ki ezt a természetes Hydroxy formulát	https://www.pokolafoldon.hu/eletstilus/probalja-ki-ezt-a-termeszetes-hydroxy-formulat	2021.12.14	63	1342	7427	fn	False
fn1057	Gyermekláncfű gyökér - Rákgyógyítás a leírásban	https://www.pokolafoldon.hu/eletstilus/gyermeklancfu-gyoker-rakgyogyitas-a-leirasban	2021.12.12	39	458	2667	fn	False
fn1063	MÜLLER CECÍLIA ÚJ JÁRVÁNYVÉDELMI INTÉZKEDÉSEKET JELENTETT BE, BELENGETTE A HATODIK HULLÁMOT!	http://titkokszigete.hu/muller-cecilia-uj-jarvanyvedelmi-intezkedeseket-jelentett-be-belengette-a-hatodik-hullamot/	2022.04.07	17	341	2297	fn	False
fn1065	WHO: EZ LEHET A KÖVETKEZŐ VILÁGJÁRVÁNY, MEGVAN HONNAN INDULHAT EL	http://titkokszigete.hu/who-ez-lehet-a-kovetkezo-vilagjarvany-megvan-honnan-indulhat-el/	2022.04.07	13	243	1558	fn	False
fn1067	TETANUSSZAL TÖLTÖTT BAKTÉRIUM LEHET A RÁK ELLENSZERE? SZENZÁCIÓS BEJELENTÉST TETTEK	http://titkokszigete.hu/tetanusszal-toltott-bakterium-lehet-a-rak-ellenszere-szenzacios-bejelentest-tettek/	2022.03.24	17	349	2394	fn	False
fn1068	RÁKKELTŐ ANYAGOK A GYORSÉTTERMI CSOMAGOLÁSOKBAN: AZONNAL BE KÉNE TILTANI ŐKET	http://titkokszigete.hu/rakkelto-anyagok-a-gyorsettermi-csomagolasokban-azonnal-be-kene-tiltani-oket/	2022.03.28	18	398	2589	fn	False
fn1069	MIKROMŰANYAGGAL VAN TELE MINDANNYIUNK VÉRE: AZ EGÉSZ VILÁGOT MEGMÉRGEZTÉK!	http://titkokszigete.hu/mikromuanyaggal-van-tele-mindannyiunk-vere-az-egesz-vilagot-megmergeztek/	2022.03.28	26	442	2917	fn	False
fn107	Koronavírus holokauszt A führer koronája, avagy a harmadik birodalom a testedben van.	https://eletertesszabadsagert.hu/2020/12/21/koronavirus-holokauszt/	2020.12.21	91	2127	13901	fn	True
fn1070	“SÖTÉT EMPATÁK” JÁRNAK KÖZTÜNK: TUDÓSOK EGY VESZÉLYES SZEMÉLYISÉGTÍPUSRÓL SZÁMOLTAK BE	http://titkokszigete.hu/sotet-empatak-jarnak-koztunk-tudosok-egy-veszelyes-szemelyisegtipusrol-szamoltak-be/	2022.03.28	26	569	3375	ctrl	False
fn1074	Nem kell többé gyógyszert szedned derék- és hátfájásra! Ez a módszer megszünteti a fájdalmat!	https://www.tudasfaja.com/nem-kell-tobbe-gyogyszert-szedned-derek-es-hatfajasra-ez-a-modszer-megszunteti-a-fajdalmat/	2017.02.05	14	164	940	fn	False
fn1075	Ez a legjobb módja annak, hogy megszabadulj az ízületek között lévő húgysavtól!	https://www.tudasfaja.com/ez-a-legjobb-modja-annak-hogy-megszabadulj-az-izuletek-kozott/	2017.03.13	21	300	1970	fn	False
fn1076	Így méregtelenítsd megfelelően a szerveidet a méreganyagoktól!	https://www.tudasfaja.com/igy-meregtelenitsd-megfeleloen-a-szerveidet/	2017.03.14	44	722	4509	fn	False
fn1077	Ezzel a keverékkel 4 hónap alatt megszabadulhatsz a szürke hályogtól és eldobhatod a szemüveget!	https://www.tudasfaja.com/ezzel-a-keverekkel-4-honap-alatt-megszabadulhatsz-a-szurke-halyogtol-es-eldobhatod-a-szemuveget/	2017.03.14	16	195	1186	fn	False
fn1078	Egy speciális gyertyát égetett a fülében. 5 perc múlva valóságos csoda történt vele! Azóta egyre többen használják ezt a módszert!	https://www.tudasfaja.com/egy-specialis-gyertyat-egetett-a-fuleben-5-perc-mulva-valosagos-csoda-tortent-vele-azota-egyre-tobben-hasznaljak-ezt-a-modszert/	2017.03.17	18	276	1679	fn	False
fn1079	Azt mondták nem tüntethető el a csíkos bőr… Tévedés! Ez a házi kence valóban hat!	https://www.tudasfaja.com/azt-mondtak-nem-tuntetheto-el-a-csikos-bor-tevedes-ez-a-hazi-kence-valoban-hat/	2017.03.19	24	236	1304	fn	False
fn1080	Ne költsünk pénzt a vérnyomás csökkentőkre! Ez a keverék a koleszterinszintet is rendbe hozza!	https://www.tudasfaja.com/ne-koltsunk-penzt-a-vernyomas-csokkentokre-ez-a-keverek-a-koleszterinszintet-is-rendbe/	2017.03.22	23	260	1570	fn	False
fn1081	Keverd össze a citromlevet ezzel az olajjal és dörzsöld a térdedbe! Meglátod, többé nem kell fájdalomcsillapító!	https://www.tudasfaja.com/keverd-ossze-a-citromlevet-ezzel-az-olajjal-es-dorzsold-a-terdedbe-meglatod-tobbe-nem-kell-fajdalomcsillapito/	2017.03.25	19	223	1265	fn	False
fn1082	Egy recept, ami újjáépíti a fájós térdet,a csontokat és az ízületeket!	https://www.tudasfaja.com/egy-recept-ami-ujjaepiti-a-fajos-terdeta-csontokat-es-az-izuleteket/	2017.03.28	19	261	1542	fn	False
fn1083	Egy nyugdíjas gyógyszergyár vezetője azt mondta: a világnak tudnia kell, hogy a lúgos víz hogyan képes harcolni a rákkal!	https://www.tudasfaja.com/egy-nyugdijas-gyogyszergyar-vezetoje-azt-mondta-a-vilagnak-tudnia-kell-hogy-a-lugos-viz-hogyan-kepes-harcolni-a-rakkal/	2017.04.05	21	302	1849	fn	False
fn1084	Hatalmas tragédia! “Az én Drága nagymamámat eltették láb alól!” – Felfoghatatlan, hogy ILYEN ma Magyarországon megtörténhet! – Osszátok, hátha valaki végre felfigyel rá, milyen hatalmas gondok vannak az egészségügyben!	https://kulfoldiapro.com/archivum/12478	2021.10.10	33	615	3299	fn	False
fn1086	Nem a cigaretta vagy az alkohol árt a legtöbbet az egészségednek! Hanem EZ:	http://eztnezd.net/nem-a-cigaretta-vagy-az-alkohol-art-a-legtobbet-az-egeszsegednek-hanem-ez/		24	321	1894	fn	False
fn1087	Eláruljuk a drága bolti aloe vera gél receptjét! Készítsd el magad, csodát tesz az egészségeddel!	http://eztnezd.net/elaruljuk-a-draga-bolti-aloe-vera-gel-receptjet-keszitsd-el-magad-csodat-tesz-az-egeszsegeddel/		15	291	1776	fn	False
fn1088	Új koronavírust fedeztek fel laoszi denevérekben, amelyek „kockázatot jelenthetnek az emberi egészségre”	http://eztnezd.net/uj-koronavirust-fedeztek-fel-laoszi-deneverekben-amelyek-kockazatot-jelenthetnek-az-emberi-egeszsegre/		11	344	2334	fn	False
fn1089	Ezzel ártunk a legtöbbet az egészségünknek,5 perc alatt blokkolhatjuk az immunrendszerünket.	http://eztnezd.net/ezzel-artunk-a-legtobbet-az-egeszsegunknek5-perc-alatt-blokkolhatjuk-az-immunrendszerunket/		21	324	1859	fn	False
fn1090	Hatalmas botrány! ÁRPA ATTILA le merte írni az igazságot az egészségügyről!	http://eztnezd.net/hatalmas-botrany-arpa-attila-le-merte-irni-az-igazsagot-az-egeszsegugyrol/		25	278	1525	fn	False
fn1091	Három nap elég, és kitakarítja a tüdődet	https://bekezdes.co/harom-nap-eleg-es-kitakaritja-a-tudodet-126230	2022.04.22	15	158	855	fn	False
fn1092	Ezek a tünetek, ha egy nőnél szívroham lép fel	https://bekezdes.co/ezek-a-tunetek-ha-egy-nonel-szivroham-lep-fel-126223	2022.04.22	25	335	1935	fn	False
fn1093	Az orosz füvesasszony szerint ez a 3 legerősebb, leghatásosabb gyógynövény	https://bekezdes.co/az-orosz-fuvesasszony-szerint-ez-a-3-legerosebb-leghatasosabb-gyogynoveny-126214	2022.04.21	18	308	1952	fn	False
